[30Jul2021 00:23:44.190] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--gameDir, ., --launchTarget, fmluserdevclient, --fml.mcpVersion, 20210115.111550, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, --fml.forgeVersion, 36.2.2, --assetIndex, 1.16, --assetsDir, C:\Users\willi\.gradle\caches\forge_gradle\assets, --version, MOD_DEV, --username, Dev, --accessToken, ????????, --userProperties, {}]
[30Jul2021 00:23:44.194] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 8.0.9+86+master.3cf110c starting: java version 15.0.2 by Oracle Corporation
[30Jul2021 00:23:44.407] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[30Jul2021 00:23:44.449] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.2 Source=file:/C:/Users/willi/.gradle/caches/modules-2/files-2.1/org.spongepowered/mixin/0.8.2/1cf212283d26f706fd3074318870bebd14d2a9ed/mixin-0.8.2.jar Service=ModLauncher Env=CLIENT
[30Jul2021 00:23:45.651] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'fmluserdevclient' with arguments [--version, MOD_DEV, --gameDir, ., --assetsDir, C:\Users\willi\.gradle\caches\forge_gradle\assets, --assetIndex, 1.16, --username, Dev, --accessToken, ????????, --userProperties, {}]
[30Jul2021 00:23:49.729] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[30Jul2021 00:23:50.232] [Render thread/ERROR] [net.minecraft.client.Minecraft/]: Failed to verify authentication
com.mojang.authlib.exceptions.AuthenticationUnavailableException: null
	at com.mojang.authlib.yggdrasil.YggdrasilSocialInteractionsService.checkPrivileges(YggdrasilSocialInteractionsService.java:97) ~[authlib-2.1.28.jar:?]
	at com.mojang.authlib.yggdrasil.YggdrasilSocialInteractionsService.<init>(YggdrasilSocialInteractionsService.java:40) ~[authlib-2.1.28.jar:?]
	at com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService.createSocialInteractionsService(YggdrasilAuthenticationService.java:152) ~[authlib-2.1.28.jar:?]
	at net.minecraft.client.Minecraft.createSocialInteractions(Minecraft.java:551) ~[forge-1.16.5-36.2.2_mapped_official_1.16.5-recomp.jar:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:383) ~[forge-1.16.5-36.2.2_mapped_official_1.16.5-recomp.jar:?]
	at net.minecraft.client.main.Main.main(Main.java:149) ~[forge-1.16.5-36.2.2_mapped_official_1.16.5-recomp.jar:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:564) ~[?:?]
	at net.minecraftforge.userdev.FMLUserdevClientLaunchProvider.lambda$launchService$0(FMLUserdevClientLaunchProvider.java:52) ~[forge-1.16.5-36.2.2_mapped_official_1.16.5-recomp.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:37) [modlauncher-8.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:54) [modlauncher-8.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:72) [modlauncher-8.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:82) [modlauncher-8.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:66) [modlauncher-8.0.9.jar:?]
	at net.minecraftforge.userdev.LaunchTesting.main(LaunchTesting.java:108) [forge-1.16.5-36.2.2_mapped_official_1.16.5-recomp.jar:?]
[30Jul2021 00:23:50.240] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: Dev
[30Jul2021 00:23:50.324] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Backend library: LWJGL version 3.2.2 build 10
[30Jul2021 00:23:50.947] [modloading-worker-11/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 36.2.2, for MC 1.16.5 with MCP 20210115.111550
[30Jul2021 00:23:50.947] [modloading-worker-11/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v36.2.2 Initialized
[30Jul2021 00:23:52.523] [Render thread/INFO] [com.mojang.text2speech.NarratorWindows/]: Narrator library for x64 successfully loaded
[30Jul2021 00:23:52.571] [Render thread/INFO] [net.minecraft.resources.SimpleReloadableResourceManager/]: Reloading ResourceManager: Default, Mod Resources
[30Jul2021 00:23:52.728] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [lostworlds] Starting version check at https://github.com/willatendo/Lost-Worlds/raw/Forge-1.16.5/updates.json
[30Jul2021 00:23:53.135] [Forge Version Check/WARN] [net.minecraftforge.fml.VersionChecker/]: Failed to process update information
java.io.FileNotFoundException: https://github.com/willatendo/Lost-Worlds/raw/Forge-1.16.5/updates.json
	at jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:64) ~[?:?]
	at jdk.internal.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) ~[?:?]
	at java.lang.reflect.Constructor.newInstanceWithCaller(Constructor.java:500) ~[?:?]
	at java.lang.reflect.Constructor.newInstance(Constructor.java:481) ~[?:?]
	at sun.net.www.protocol.http.HttpURLConnection$10.run(HttpURLConnection.java:1982) ~[?:?]
	at sun.net.www.protocol.http.HttpURLConnection$10.run(HttpURLConnection.java:1977) ~[?:?]
	at java.security.AccessController.doPrivileged(AccessController.java:554) ~[?:?]
	at sun.net.www.protocol.http.HttpURLConnection.getChainedException(HttpURLConnection.java:1976) ~[?:?]
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1544) ~[?:?]
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1528) ~[?:?]
	at sun.net.www.protocol.https.HttpsURLConnectionImpl.getInputStream(HttpsURLConnectionImpl.java:224) ~[?:?]
	at net.minecraftforge.fml.VersionChecker$1.openUrlStream(VersionChecker.java:171) ~[forge:?]
	at net.minecraftforge.fml.VersionChecker$1.process(VersionChecker.java:187) ~[forge:?]
	at java.lang.Iterable.forEach(Iterable.java:75) [?:?]
	at net.minecraftforge.fml.VersionChecker$1.run(VersionChecker.java:139) [forge:?]
Caused by: java.io.FileNotFoundException: https://github.com/willatendo/Lost-Worlds/raw/Forge-1.16.5/updates.json
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream0(HttpURLConnection.java:1928) ~[?:?]
	at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1528) ~[?:?]
	at java.net.HttpURLConnection.getResponseCode(HttpURLConnection.java:527) ~[?:?]
	at sun.net.www.protocol.https.HttpsURLConnectionImpl.getResponseCode(HttpsURLConnectionImpl.java:308) ~[?:?]
	at net.minecraftforge.fml.VersionChecker$1.openUrlStream(VersionChecker.java:155) ~[forge:?]
	... 3 more
[30Jul2021 00:23:53.137] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[30Jul2021 00:23:53.354] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: AHEAD Current: 36.2.2 Target: null
[30Jul2021 00:23:56.390] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: lostworlds:blockstates/copper_ore.json: java.io.FileNotFoundException: lostworlds:blockstates/copper_ore.json
[30Jul2021 00:23:56.391] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/copper_ore.json' missing model for variant: 'lostworlds:copper_ore#'
[30Jul2021 00:23:56.547] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: lostworlds:blockstates/permian_stone_pressure_plate.json: java.io.FileNotFoundException: lostworlds:blockstates/permian_stone_pressure_plate.json
[30Jul2021 00:23:56.547] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=ceiling,facing=east,powered=false'
[30Jul2021 00:23:56.547] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=wall,facing=south,powered=true'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=ceiling,facing=south,powered=false'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=wall,facing=north,powered=true'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=ceiling,facing=north,powered=true'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=wall,facing=west,powered=false'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=floor,facing=south,powered=false'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=wall,facing=east,powered=false'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=ceiling,facing=west,powered=true'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=floor,facing=west,powered=false'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=ceiling,facing=south,powered=true'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=floor,facing=north,powered=false'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=wall,facing=south,powered=false'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=floor,facing=south,powered=true'
[30Jul2021 00:23:56.548] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=wall,facing=west,powered=true'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=ceiling,facing=east,powered=true'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=floor,facing=west,powered=true'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=ceiling,facing=west,powered=false'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=floor,facing=east,powered=false'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=wall,facing=north,powered=false'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=floor,facing=north,powered=true'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=wall,facing=east,powered=true'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=floor,facing=east,powered=true'
[30Jul2021 00:23:56.549] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/permian_stone_pressure_plate.json' missing model for variant: 'lostworlds:permian_stone_pressure_plate#face=ceiling,facing=north,powered=false'
[30Jul2021 00:23:56.592] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: lostworlds:blockstates/jurassic_stone_pressure_plate.json: java.io.FileNotFoundException: lostworlds:blockstates/jurassic_stone_pressure_plate.json
[30Jul2021 00:23:56.592] [Worker-Main-13/WARN] [net.minecraft.client.renderer.model.ModelBakery/]: Exception loading blockstate definition: 'lostworlds:blockstates/jurassic_stone_pressure_plate.json' missing model for variant: 'lostworlds:jurassic_stone_pressure_plate#face=ceiling,facing=south,powered=false'
